#bp.overlap	chr	cpgnum	entrez	gcnum	genesym	name	obsexp	refgene	start	stop	pval	qval	Class	nonzero_frac	avgGrpA	avgGrpB	150410_MCS0001_V1D_CACGAT_L002_R1	150410_MCS0002_V1D_ATACGG_L008_R1	150410_MCS0004_V1D_GATGCT_L008_R1	150410_MCSLNP4014_V1D_GGCCTG_L008_R1	150410_MCSLNP4015_V1D_TGAATG_L002_R1	MCSLNP4021_V1D
314;314;314;314	chr7	26	100505881;100505881;100505881;100505881	203	MAGI2-AS3;MAGI2-AS3;MAGI2-AS3;MAGI2-AS3	CpG:26	0.79	NR_038346;NR_038345;NR_038343;NR_038344	79081565	79081879	7.13775E-09	1.00506E-06	1	0.788461538	0.000611076	0.002880728	0	0.000594184	0.001239045	0.003052345	0.003058564	0.002531274
211;86	chr15	24	729911;390616	145	LOC729911;ANKRD34C	CpG:24	0.98	NR_038997;NM_001146341	79576059	79576270	7.22195E-09	1.0057E-06	1	0.680555556	0.000704409	0.003519391	1.29979E-08	0.00211321	4.28609E-09	0.004237504	0.003540168	0.002780501
713	chr9	71	22844	456	FRMPD1	CpG:71	0.97	NM_014907	37650696	37651409	7.27835E-09	1.0057E-06	1	0.657509158	0.000258802	0.001656957	0.000263821	0.000441839	7.07458E-05	0.00115913	0.001119686	0.002692056
480;480	chr2	39	55679;55679	294	LIMS2;LIMS2	CpG:39	0.89	NM_001136037;NM_001161403	128433010	128433490	7.38264E-09	1.01067E-06	1	0.577777778	0.000213506	0.002321329	0	0.00020767	0.000432848	0.0016795	0.00260231	0.002682176
1559	chr13	180	115207	1118	KCTD12	CpG:180	1.03	NM_138444	77459322	77461099	8.08621E-09	1.09683E-06	3	0.39953271	4.27355E-05	0.00093915	6.14096E-05	2.17953E-05	4.50015E-05	0.000484575	0.000460666	0.001872208
536	chr5	56	353376	355	TICAM2	CpG:56	0.95	NM_021649	114937613	114938149	9.90987E-09	1.33198E-06	3	0.492307692	4.93373E-06	0.00119329	0	0	1.48012E-05	0.000600292	0.000783112	0.002196465
219;279;279	chrY	24	83863;159163;159162	185	TTTY5;RBMY1F;RBMY2FP	CpG:24	0.78	NR_001541;NM_152585;NR_002193	24454804	24455083	1.19209E-08	1.58784E-06	1	0.833333333	0.054943299	0.009590985	0.067223037	0.039152391	0.058454468	0	0.026655299	0.002117655
293	chrY	25	159125	191	RBMY2EP	CpG:25	0.8	NR_001574	23566571	23566864	1.36045E-08	1.79592E-06	1	0.833333333	0.126063869	0.022917959	0.165513652	0.094092824	0.11858513	0	0.059965089	0.008788788
388	chr4	42	27309	264	ZNF330	CpG:42	0.94	NM_014487	142141971	142142359	1.43268E-08	1.87453E-06	3	0.5	0	0.000968526	0	0	0	0.000721064	0.001062529	0.001121985
660;660	chr2	71	130951;10505	477	C2orf65;SEMA4F	CpG:71	0.85	NM_138804;NM_004263	74881359	74882019	1.6362E-08	2.12204E-06	1	0.539906103	4.82128E-05	0.003047245	0	0.000141483	3.15572E-06	0.002403101	0.001433941	0.005304694
909;909	chr5	90	54557;57486	614	SGTB;NLN	CpG:90	0.88	NM_019072;NM_020726	65017603	65018512	1.79737E-08	2.31079E-06	3	0.370915033	0	0.00072896	0	0	0	0.000696758	0.000438076	0.001052046
1225	chr1	194	56776	1395	FMN2	CpG:194	0.84	NM_020066	240254959	240257063	1.94328E-08	2.47684E-06	1	0.657809984	0.001178118	0.004064705	0.001253013	0.001754176	0.000527165	0.00455505	0.003073083	0.004565981
840;840	chr2	70	2202;2202	528	EFEMP1;EFEMP1	CpG:70	0.85	NM_001039348;NM_001039349	56150340	56151180	2.79307E-08	3.52953E-06	1	0.694444444	0.000782611	0.001988834	0.000509086	0.000435173	0.001403574	0.001806713	0.002631472	0.001528316
348;348;348	chr10	39	79861;79861;10276	251	TUBAL3;TUBAL3;NET1	CpG:39	0.86	NM_001171864;NM_024803;NM_001047160	5454431	5454779	2.82873E-08	3.54431E-06	3	0.487179487	0	0.00123848	0	0	0	0.000866512	0.001097491	0.001751438
507;507;507	chr12	44	89910;89910;83892	333	UBE3B;UBE3B;KCTD10	CpG:44	0.81	NM_183415;NM_130466;NM_031954	109915131	109915638	3.90753E-08	4.85486E-06	3	0.340909091	0	0.001685952	0	0	0	0.000799442	0.000841054	0.003417358
697;697	chr5	64	9627;9627	405	SNCAIP;SNCAIP	CpG:64	1.1	NM_005460;NM_001242935	121647450	121648147	4.13125E-08	5.09004E-06	1	0.565972222	7.09129E-05	0.001282181	0	0	0.000212739	0.000996448	0.000929979	0.001920117
947;947;947	chr17	96	6945;6945;6945	665	MLX;MLX;MLX	CpG:96	0.83	NM_198205;NM_198204;NM_170607	40718686	40719633	5.09139E-08	6.22117E-06	1	0.864583333	0.001872003	0.00895684	0.000894384	0.001713141	0.003008484	0.006598666	0.005820629	0.014451226
266;266;266;266;266	chr19	23	641649;641649;641649;641649;641649	147	TMEM91;TMEM91;TMEM91;TMEM91;TMEM91	CpG:23	1.16	NM_001098824;NM_001098821;NM_001098822;NM_001098823;NM_001042595	41882507	41882773	5.38656E-08	6.5279E-06	1	0.904040404	0.004356594	0.012828921	0.003543299	0.00850039	0.001026092	0.010902394	0.01223603	0.015348338
460;460	chr16	47	6299;6299	289	SALL1;SALL1	CpG:47	1.04	NM_001127892;NM_002968	51189800	51190260	6.19383E-08	7.44518E-06	1	0.819148936	0.000798938	0.003471905	0.0011119	0.001284914	0	0.003634707	0.003017423	0.003763586
997	chr17	111	6603	669	SMARCD2	CpG:111	1.02	NM_001098426	61919659	61920656	7.59211E-08	9.05237E-06	3	0.426388889	0.000131261	0.000393649	0.000393783	0	0	0.000361343	0.000372335	0.000447268
1230;1230	chr11	100	9066;9066	661	SYT7;SYT7	CpG:100	1.13	NM_001252065;NM_004200	61347808	61349038	8.55086E-08	1.0114E-05	3	0.421568627	1.43685E-06	0.001113535	0	4.31055E-06	0	0.000758989	0.000978856	0.001602761
1590;1590;1590	chr15	147	4756;4756;4756	976	NEO1;NEO1;NEO1	CpG:147	0.99	NM_001172623;NM_002499;NM_001172624	73343779	73345369	1.01001E-07	1.18515E-05	3	0.307239057	0	0.00030233	0	0	0	0.000218996	0.000225676	0.00046232
543;543	chr7	62	6522;6522	393	SLC4A2;SLC4A2	CpG:62	0.87	NM_001199692;NM_003040	150747976	150748519	1.04034E-07	1.21114E-05	1	0.857526882	0.001908227	0.012854036	0.000168374	0.002596055	0.002960252	0.008350485	0.008396127	0.021815497
871;871;871	chr3	71	84107;84107;84107	563	ZIC4;ZIC4;ZIC4	CpG:71	0.79	NR_040762;NR_033118;NR_033119	147113608	147114479	1.05869E-07	1.22287E-05	1	1	0.073423763	0.009410905	0.096007686	0.057369075	0.066894527	0.010946919	0.008411647	0.008874148
2006	chr2	142	6496	1312	SIX3	CpG:142	0.66	NM_005413	45164561	45166567	1.09539E-07	1.25546E-05	1	0.860328638	0.004436724	0.003596807	0.003876905	0.005600452	0.003832814	0.005107249	0.002173653	0.003509521
818;535;535	chr19	59	1777;2639;2639	537	DNASE2;GCDH;GCDH	CpG:59	0.67	NM_001375;NM_013976;NM_000159	12991690	12992508	1.12559E-07	1.27374E-05	1	0.550847458	3.86478E-05	0.00290295	8.28707E-06	8.88733E-05	1.87832E-05	0.001378959	0.001134061	0.006195832
2486;2486;2486	chr3	210	84107;84107;84107	1886	ZIC4;ZIC4;ZIC4	CpG:210	0.75	NR_040762;NR_033118;NR_033119	147108511	147111703	1.12858E-07	1.27374E-05	1	0.923015873	0.025082051	0.008796493	0.025050118	0.021304135	0.028891901	0.012328995	0.008112155	0.00594833
720;720	chr21	61	2897;2897	482	GRIK1;GRIK1	CpG:61	0.76	NM_175611;NM_000830	31311386	31312106	1.28675E-07	1.44126E-05	1	0.822404372	0.00095191	0.004017122	6.38476E-05	0.001385573	0.00140631	0.005679373	0.003189089	0.003182905
2235;2235	chr9	226	7410;7410	1520	VAV2;VAV2	CpG:226	0.96	NM_003371;NM_001134398	136856230	136858681	1.39258E-07	1.54806E-05	1	0.503389831	0.000538208	0.001723737	0.000664231	0.000577145	0.000373248	0.00077801	0.000903611	0.00348959
1140	chr1	102	254428	793	SLC41A1	CpG:102	0.74	NM_173854	205781870	205783010	1.47312E-07	1.62538E-05	3	0.39869281	8.83511E-08	0.001257985	0	0	2.65053E-07	0.000583783	0.000609793	0.00258038
471	chr3	45	7018	314	TF	CpG:45	0.86	NM_001063	133464949	133465420	1.60152E-07	1.75396E-05	1	1	0.001992437	0.010652202	0.001466852	0.001202268	0.003308192	0.016134014	0.007333387	0.008489204
758	chr11	64	79827	468	CLMP	CpG:64	0.9	NM_024769	123065426	123066184	1.73001E-07	1.88075E-05	1	0.657407407	0.000523878	0.003533624	0.000621059	0.00094365	6.92606E-06	0.002637618	0.001729411	0.006233844
1041	chr2	114	285148	723	IAH1	CpG:114	0.91	NM_001039613	9614194	9615235	2.21293E-07	2.38819E-05	1	0.505291005	0.000747969	0.004152202	0.001058106	0.000871692	0.000314107	0.002786133	0.002527205	0.007143268
766	chr4	65	56978	527	PRDM8	CpG:65	0.73	NM_020226	81104761	81105527	2.99219E-07	3.20577E-05	1	0.545238095	0.000318713	0.001996758	0	0.000695021	0.000261118	0.0012367	0.001234259	0.003519314
816	chr8	91	23678	563	SGK3	CpG:91	0.94	NM_001033578	67624608	67625424	3.09589E-07	3.293E-05	3	0.5	0.000258399	0.000968116	0.000775198	0	0	0.000816227	0.001316097	0.000772024
838	chr5	103	728723	605	ZBED3-AS1	CpG:103	0.95	NR_024398	76372882	76373720	3.48737E-07	3.68291E-05	1	1	0.009006837	0.012942312	0.008575286	0.009833105	0.008612121	0.016629036	0.008229911	0.013967989
302;302;302	chr11	39	50507;50507;50507	229	NOX4;NOX4;NOX4	CpG:39	0.9	NM_001143836;NM_016931;NR_026571	89224416	89224718	3.57613E-07	3.74987E-05	1	0.867521368	0.001077361	0.007327565	0.000703495	0.001250937	0.001277652	0.009728117	0.006436646	0.005817932
1099;1099	chr14	137	145501;145501	788	ISM2;ISM2	CpG:137	0.98	NM_182509;NM_199296	77964571	77965670	4.13109E-07	4.27538E-05	1	0.907029478	0.000905692	0.00266861	0.000373128	0.001095144	0.001248805	0.002155594	0.001913882	0.003936354
657;657;657	chr3	43	84107;84107;84107	399	ZIC4;ZIC4;ZIC4	CpG:43	0.71	NR_040762;NR_033118;NR_033119	147115764	147116421	4.13514E-07	4.27538E-05	1	1	0.06533155	0.01593636	0.083474493	0.050655581	0.061864575	0.00733019	0.016874079	0.023604811
1072	chr5	113	54491	743	FAM105A	CpG:113	0.88	NM_019018	14581497	14582569	4.34038E-07	4.45642E-05	1	0.537940379	0.000144934	0.000875401	8.97827E-05	9.54287E-05	0.00024959	0.000953198	0.000652208	0.001020797
1340;837	chr3	153	285382;339926	934	C3orf70;EHHADH-AS1	CpG:153	0.96	NM_001025266;NR_038990	184870185	184871525	4.85187E-07	4.94724E-05	1	0.541666667	0.001185218	0.003701251	0.00192488	0.0009385	0.000692272	0.001972563	0.002910375	0.006220814
1082;1184;1184	chr5	139	10605;10605;10605	862	PAIP1;PAIP1;PAIP1	CpG:139	0.89	NM_183323;NM_182789;NM_006451	43556419	43557603	5.7143E-07	5.78671E-05	3	0.220238095	0	0.000595119	0	0	0	0.000300053	0.000278321	0.001206983
740	chr6	88	1490	483	CTGF	CpG:88	1.13	NM_001901	132271826	132272566	5.87006E-07	5.90401E-05	1	0.773462783	0.00044734	0.00178596	0	0.000820582	0.000521437	0.001681925	0.002016749	0.001659206
812;812	chr19	94	5990;5990	503	RFX2;RFX2	CpG:94	1.21	NM_000635;NM_134433	6110066	6110878	6.79563E-07	6.78874E-05	3	0.327272727	0	0.000585348	0	0	0	0.000286784	0.000401851	0.001067408
203;203	chr1	21	54344;54344	139	DPM3;DPM3	CpG:21	0.88	NM_153741;NM_018973	155112976	155113179	8.03467E-07	7.97266E-05	1	0.801587302	9.45397E-05	0.003190924	8.58291E-05	4.03566E-05	0.000157433	0.001967608	0.002649115	0.004956049
1606	chr1	169	7483	1075	WNT9A	CpG:169	1.1	NM_003395	228134422	228136282	9.8436E-07	9.7025E-05	3	0.492559524	0.000160541	0.000969576	0.000467113	8.89036E-07	1.36226E-05	0.000686102	0.00037926	0.001843368
475;475;475	chr2	54	2995;2995;2995	340	GYPC;GYPC;GYPC	CpG:54	0.89	NM_002101;NM_016815;NM_001256584	127413696	127414171	1.14032E-06	0.000111653	3	0.485380117	1.05018E-08	0.001870804	0	3.15054E-08	0	0.000801948	0.000677601	0.004132863
1291	chr6	153	10957	1093	PNRC1	CpG:153	0.84	NM_006813	89790137	89791781	1.25712E-06	0.00012228	3	0.400843882	0.000331118	0.00078749	0.000993354	0	0	0.000823312	0.000565618	0.00097354
1104;1104;1104	chr1	133	9372;9372;9372	790	ZFYVE9;ZFYVE9;ZFYVE9	CpG:133	0.94	NM_007324;NM_007323;NM_004799	52607400	52608504	1.28462E-06	0.000124138	3	0.374100719	0	0.000533976	0	0	0	0.000637298	0.000236836	0.000727793
433	chr15	42	100131244	320	ANKRD63	CpG:42	0.71	NM_001190479	40583093	40583526	1.35602E-06	0.000130187	1	1	0.031660361	0.054461242	0.030531921	0.025744511	0.038704652	0.059532725	0.061081825	0.042769174
586;586	chr3	53	84561;84561	416	SLC12A8;SLC12A8	CpG:53	0.73	NM_001195483;NM_024628	124931161	124931747	1.42017E-06	0.000135466	1	0.838888889	0.000664409	0.002883629	0.000505191	0.000512436	0.0009756	0.002908364	0.002407492	0.00333503
1114	chr17	112	482	824	ATP1B2	CpG:112	0.8	NM_001678	7554139	7555338	1.80875E-06	0.000171425	3	0.461309524	1.83014E-05	0.001114735	5.76378E-07	5.43279E-05	0	0.000390922	0.000443116	0.002510167
1050	chr14	156	57161	867	PELI2	CpG:156	0.99	NM_021255	56585042	56586234	1.82428E-06	0.000171796	3	0.36952381	0	0.000271045	0	0	0	0.000275105	0.000255336	0.000282695
1488;1488;1988;1988;1988	chr11	156	84364;84364;29763;29763;29763	1147	ARFGAP2;ARFGAP2;PACSIN3;PACSIN3;PACSIN3	CpG:156	0.94	NM_032389;NM_001242832;NM_001184975;NM_001184974;NM_016223	47207188	47209176	1.84452E-06	0.000172603	3	0.477653631	0.000476071	0.003107648	0	0.00083765	0.000590564	0.002696202	0.001318353	0.005308388
540;540	chr10	72	159371;159371	406	SLC35G1;SLC35G1	CpG:72	0.95	NM_001134658;NM_153226	95653641	95654181	1.91018E-06	0.000177622	3	0.224537037	0	0.000851315	0	0	0	5.01579E-05	0.00010985	0.002393937
700;700	chr8	75	115908;115908	503	CTHRC1;CTHRC1	CpG:75	0.83	NM_001256099;NM_138455	104383409	104384109	2.01086E-06	0.000185816	1	0.873333333	0.001746908	0.004653067	0.002379938	0.002611268	0.000249516	0.004094986	0.002797673	0.007066543
165	chr16	24	9780	216	PIEZO1	CpG:24	0.69	NM_001142864	88850204	88850537	2.03862E-06	0.000187212	1	0.902777778	0.013815922	0.005485786	0.013981329	0.018046031	0.009420407	0.001596541	0.003500173	0.011360644
987;987;987	chr6	92	3134;3134;3134	667	HLA-F;HLA-F;HLA-F	CpG:92	0.82	NM_018950;NM_001098479;NM_001098478	29691106	29692093	2.18467E-06	0.000199385	1	0.64673913	0.000598752	0.0034245	0.001348316	0.00023082	0.00021712	0.002807098	0.002037956	0.005428446
1055;322;1055;1055;1055;350;1055	chr17	79	404266;404266;3214;406902;404266;404266;3213	630	HOXB-AS3;HOXB-AS3;HOXB4;MIR10A;HOXB-AS3;HOXB-AS3;HOXB3	CpG:79	0.84	NR_033201;NR_033204;NM_024015;NR_029608;NR_033202;NR_033203;NM_002146	46658948	46660003	2.25123E-06	0.00020313	1	1	0.025361464	0.009846592	0.016876881	0.031399463	0.027808047	0.014393454	0.004608114	0.010538208
699;699;699	chr6	62	51389;51389;51389	471	RWDD1;RWDD1;RWDD1	CpG:62	0.78	NM_001007464;NM_016104;NM_015952	116892235	116892934	2.25319E-06	0.00020313	3	0.303763441	0	0.000675549	0	0	0	0.000699373	0.000278995	0.001048278
286	chr8	37	137814	195	NKX2-6	CpG:37	1.12	NM_001136271	23571922	23572208	2.63211E-06	0.000235853	1	0.752252252	0.00013837	0.002943234	0.000309646	0.000105465	0	0.004317722	0.002096327	0.002415651
509	chr19	51	94059	368	LENG9	CpG:51	0.79	NM_198988	54982388	54982897	2.71496E-06	0.000241811	3	0.326797386	2.72964E-08	0.000558706	0	8.18892E-08	0	0.000598179	0.000320666	0.000757274
601;601	chr5	55	689;689	399	BTF3;BTF3	CpG:55	0.83	NM_001207;NM_001037637	72794040	72794641	2.81489E-06	0.000249211	1	0.612121212	0.000323936	0.000887774	0.000920722	5.10847E-05	0	0.000787647	0.000831112	0.001044563
351;351	chr3	36	84315;84315	256	MON1A;MON1A	CpG:36	0.78	NM_032355;NM_001142501	49967121	49967472	2.95523E-06	0.000260078	1	0.731481481	0.000163117	0.001269457	0.000162768	0.000243006	8.35772E-05	0.000950657	0.000974441	0.001883272
830	chr13	64	7347	484	UCHL3	CpG:64	0.91	NM_006002	76123438	76124268	3.0697E-06	0.000268554	0	0.305555556	0	0.00143666	0	0	0	0.000206794	0.000250404	0.003852784
1087;1087;1087;1087;1087;1087	chr1	100	26232;26270;93611;93611;93611;93611	666	FBXO2;FBXO6;FBXO44;FBXO44;FBXO44;FBXO44	CpG:100	0.99	NM_012168;NM_018438;NM_183413;NM_033182;NM_001014765;NM_183412	11714217	11715304	3.5958E-06	0.000312729	0	0.754593176	0.00261274	0.007445616	0.000642269	0.003589153	0.003606797	0.006675425	0.004758435	0.010902988
416;416;416	chr4	63	132884;132884;2121	329	EVC2;EVC2;EVC	CpG:63	0.98	NM_147127;NM_001166136;NM_153717	5713035	5713451	3.68599E-06	0.000318698	0	0.708994709	0.000299638	0.00200246	4.54574E-07	0.000478518	0.000419942	0.002747458	0.001491445	0.001768479
1886	chr17	158	9755	1279	TBKBP1	CpG:158	0.73	NM_014726	45771107	45772993	3.76127E-06	0.000323316	0	0.541916168	0.000579498	0.002060794	0.00096626	0	0.000772234	0.001132972	0.001599152	0.003450258
557	chr19	53	115290	383	FBXO17	CpG:53	0.81	NM_024907	39465846	39466403	3.92459E-06	0.000335405	0	0.977987421	0.005997111	0.01361252	0.006624073	0.006049105	0.005318155	0.011298579	0.014638655	0.014900326
1022;1022;1395	chr3	105	114884;114884;344787	817	OSBPL10;OSBPL10;ZNF860	CpG:105	0.89	NM_017784;NM_001174060;NM_001137674	32021969	32023364	4.00496E-06	0.000340306	0	0.498687664	0.000236151	0.001359028	0.000417002	0.000290707	7.43903E-07	0.000797771	0.001007831	0.002271482
214	chr1	23	200132	156	TCTEX1D1	CpG:23	0.83	NM_152665	67218079	67218293	4.05143E-06	0.000342288	0	0.782608696	0.000921136	0.004392515	0.000632957	0	0.002130453	0.003437346	0.005547982	0.004192218
348	chr14	31	64207	228	IRF2BPL	CpG:31	0.83	NM_024496	77499154	77499502	4.54886E-06	0.00038213	0	0.784946237	0.002037058	0.008031115	0	0.001589165	0.004522007	0.009475307	0.006194732	0.008423306
843	chr2	88	307	617	ANXA4	CpG:88	0.8	NM_001153	69968749	69969592	4.67391E-06	0.000390416	0	0.392045455	5.22269E-06	0.001233048	1.56681E-05	0	0	0.00049274	0.000625854	0.002580551
1575	chr14	135	1397	917	CRIP2	CpG:135	1.01	NM_001312	105940325	105941900	5.05343E-06	0.000419747	0	0.346560847	5.61984E-07	0.000705426	0	0	1.68595E-06	0.000351624	0.000236677	0.001527975
1431;1431;1431;1431;1431	chr21	141	4047;4047;4047;4047;114044	919	LSS;LSS;LSS;LSS;MCM3AP-AS1	CpG:141	0.97	NM_002340;NM_001145436;NM_001145437;NM_001001438;NR_002776	47648191	47649622	5.50254E-06	0.000452311	0	0.358974359	0	0.000699839	0	0	0	0.000187788	0.000513351	0.001398379
704	chr10	69	60370	471	AVPI1	CpG:69	0.88	NM_021732	99446696	99447400	5.50666E-06	0.000452311	0	0.458333333	9.06233E-05	0.001779488	0.000220571	5.12989E-05	0	0.000503014	0.000815664	0.004019785
231	chr16	25	124221	147	PRSS30P	CpG:25	1.07	NR_026864	2892579	2892810	6.33587E-06	0.000517546	0	1	0.084569905	0.043360283	0.067544504	0.07969991	0.1064653	0.054458832	0.039924547	0.035697471
569;569;569	chr8	46	1191;1191;1191	389	CLU;CLU;CLU	CpG:46	0.69	NM_001831;NR_045494;NR_038335	27471954	27472523	6.54372E-06	0.000531588	0	0.442028986	1.61818E-05	0.001803967	0	4.85454E-05	0	0.000939907	0.001027253	0.003444739
1344	chr8	118	55326	870	AGPAT5	CpG:118	0.84	NM_018361	6565314	6566658	6.70325E-06	0.000541572	0	0.30952381	0	0.000606876	0	0	0	0.000377163	0.000521287	0.000922178
1621	chr10	206	259217	1340	HSPA12A	CpG:206	0.85	NM_025015	118500868	118502706	6.94017E-06	0.000555987	0	0.488993711	0.000211342	0.001752001	0.000258773	0.000375138	1.16887E-07	0.000823191	0.000905865	0.003526946
417;417;417;417	chr1	48	103;103;103;103	278	ADAR;ADAR;ADAR;ADAR	CpG:48	1.05	NM_015841;NM_015840;NM_001111;NM_001193495	154580380	154580797	6.95689E-06	0.000555987	0	0.5	0	0.001044179	0	0	0	0.001380505	0.000589402	0.001162631
429;429;429	chr1	36	9191;9191;9191	269	DEDD;DEDD;DEDD	CpG:36	0.93	NM_032998;NM_001039711;NM_001039712	161102107	161102536	7.483E-06	0.000594818	0	0.5	0	0.001420552	0	0	0	0.00083858	0.000866071	0.002557004
238;238;238;358	chr21	37	23275;23275;23275;642852	261	POFUT2;POFUT2;POFUT2;LOC642852	CpG:37	0.8	NM_133635;NR_004858;NM_015227;NR_026943	46706691	46707049	7.63203E-06	0.00060342	0	1	0.010549142	0.029056894	0.010672152	0.008407687	0.012567586	0.031398485	0.024411346	0.031360852
762;762;762;762;762;762	chr4	57	54940;54940;54940;54940;54940;54940	481	OCIAD1;OCIAD1;OCIAD1;OCIAD1;OCIAD1;OCIAD1	CpG:57	0.75	NM_001079841;NM_001079840;NM_017830;NM_001168254;NM_001079842;NM_001079839	48832807	48833569	7.82681E-06	0.000615528	0	0.558479532	0.000388418	0.002044302	0.000917835	0	0.000247418	0.001334188	0.001398163	0.003400556
1396	chr1	129	81563	907	C1orf21	CpG:129	0.88	NM_030806	184355415	184356811	8.03564E-06	0.000628608	0	0.353571429	6.43024E-05	0.001309287	0	4.74517E-05	0.000145455	0.001152922	0.001169193	0.001605745
510;510	chr1	50	1944;100505666	356	EFNA3;LOC100505666	CpG:50	0.8	NM_004952;NR_040773	155043412	155043922	8.12892E-06	0.000630433	0	0.95	0.001316415	0.007467956	0.000307813	0.001036374	0.002605059	0.004635548	0.005782331	0.01198599
1184	chr12	115	440097	815	DBX2	CpG:115	0.84	NM_001004329	45444202	45445386	8.14425E-06	0.000630433	0	0.563768116	0.000122493	0.001810553	0	0.000367478	0	0.002249658	0.002088008	0.001093994
1560;1560;1560;1560;1345;1345	chr7	167	10922;10922;83590;83590;116988;116988	1080	FASTK;FASTK;TMUB1;TMUB1;AGAP3;AGAP3	CpG:167	0.9	NM_033015;NM_006712;NM_001136044;NM_031434;NM_031946;NM_001042535	150783480	150785040	9.32019E-06	0.000717703	0	0.364912281	1.63077E-05	0.000601968	4.59652E-05	0	2.95803E-06	0.000637015	0.000203838	0.000965052
827;827	chr9	75	1514;1514	566	CTSL1;CTSL1	CpG:75	0.77	NM_145918;NM_001912	90340715	90341542	9.44466E-06	0.00072352	0	0.673333333	0.000623382	0.002588231	0	0.001462915	0.00040723	0.003316553	0.001494507	0.002953634
1365	chr12	107	4801	714	NFYB	CpG:107	1.16	NM_006166	104531174	104532539	9.57179E-06	0.000729479	0	0.338014981	9.99627E-05	0.000756806	0	0.000299888	0	0.000450326	0.000661839	0.001158253
526;526;526	chr9	63	114987;114987;54836	362	WDR31;WDR31;BSPRY	CpG:63	1.03	NM_001012361;NM_145241;NM_017688	116111663	116112189	1.16752E-05	0.000883227	0	0.5	5.41813E-05	0.001151061	0.000162544	0	0	0.000762253	0.00083315	0.001857781
1116	chr10	141	503542	1042	SPRN	CpG:141	0.81	NM_001012508	135236687	135238237	1.17087E-05	0.000883227	0	0.675869121	0.001272094	0.003787023	0.000381409	0.002061634	0.001373241	0.002938134	0.001806104	0.00661683
518;518	chr5	41	10636;10960	325	RGS14;LMAN2	CpG:41	0.81	NM_006480;NM_006816	176778572	176779090	1.19885E-05	0.000899749	0	0.475609756	0.000136631	0.001371781	6.98406E-07	0.000409195	0	0.000820839	0.000515174	0.002779329
1132;1132;1132	chr18	103	494470;494470;494470	664	RNF165;RNF165;RNF165	CpG:103	1.06	NM_152470;NR_046357;NM_001256758	43913345	43914477	1.27683E-05	0.000953432	0	0.719858156	0.000597049	0.002177026	0.000410379	0.000641997	0.000738773	0.003309573	0.001109568	0.002111938
1918;1888;1888;1888	chr5	221	644873;6558;6558;6558	1343	FLJ33630;SLC12A2;SLC12A2;SLC12A2	CpG:221	0.94	NR_015360;NM_001256461;NM_001046;NR_046207	127418594	127420512	1.32275E-05	0.000982758	0	0.346045198	5.96892E-05	0.000495254	0	0.000179068	0	0.000183734	0.000437631	0.000864397
1333	chr4	265	55534	2112	MAML3	CpG:265	0.86	NM_018717	141071950	141075566	1.39875E-05	0.001034029	0	0.313078704	0.000109464	0.000403792	0.000181655	0.000146736	0	0.000375506	0.00024113	0.00059474
923	chr2	96	57162	606	PELI1	CpG:96	0.97	NM_020651	64370888	64371811	1.42124E-05	0.001045425	0	0.5	3.24015E-05	0.000821362	0	9.72045E-05	0	0.000485335	0.000551048	0.001427703
841;841	chr7	72	3203;3202	529	HOXA6;HOXA5	CpG:72	0.87	NM_024014;NM_019102	27190274	27191115	1.67845E-05	0.001228506	0	0.571759259	0.001396487	0.000577144	0.00124063	0.001694429	0.001254403	0	0	0.001731431
1307;1307;1307	chr22	103	6305;79924;79924	740	SBF1;ADM2;ADM2	CpG:103	1.01	NM_002972;NM_024866;NM_001253845	50912550	50913857	1.77753E-05	0.001294618	0	0.334474886	2.9916E-05	0.001171419	0	4.33303E-05	4.64175E-05	0.000306267	0.000663202	0.002544787
1257;1257	chr1	247	54897;54897	1916	CASZ1;CASZ1	CpG:247	0.83	NM_001079843;NM_017766	10853894	10856964	1.805E-05	0.00130818	0	0.353864734	6.1025E-05	0.000704311	0	0	0.000183075	0.000909074	0.000323946	0.000879913
497;497	chr2	59	2673;2673	340	GFPT1;GFPT1	CpG:59	1.02	NM_001244710;NM_002056	69614119	69614616	1.83217E-05	0.001321394	0	0.518779343	1.28733E-07	0.0009357	3.86199E-07	0	0	0.000502911	0.000636688	0.001667501
